timestamp,temperature_c,humidity_pct,aqi
29-10-2025 10:25,24.74,87.36,109
29-10-2025 10:30,23.3,87.71,115
29-10-2025 10:35,23.55,95,80
29-10-2025 10:40,23.98,87.45,103
29-10-2025 10:45,23.78,92.02,111
29-10-2025 10:50,23.36,87.28,119
29-10-2025 10:55,24.28,95,80
29-10-2025 11:00,23.82,87.94,98
29-10-2025 11:05,24.7,91.21,114
29-10-2025 11:10,24.11,91.38,112
29-10-2025 11:15,25.46,95,80
29-10-2025 11:20,24.4,89.15,105
29-10-2025 11:25,24.75,87.96,118
29-10-2025 11:30,25.44,95,80
29-10-2025 11:35,24.53,92.05,109
29-10-2025 11:40,25.38,86.5,114
29-10-2025 11:45,26.04,89.2,111
29-10-2025 11:50,24.71,89.84,115
29-10-2025 11:55,25.72,95,80
29-10-2025 12:00,25.88,89.48,109
29-10-2025 12:05,26.27,88.76,112
29-10-2025 12:10,25.38,90.51,117
29-10-2025 12:15,25.47,85.93,115
29-10-2025 12:20,26.51,95,80
29-10-2025 12:25,26.52,85.48,124
29-10-2025 12:30,26.63,86.71,118
29-10-2025 12:35,26.8,86.2,119
29-10-2025 12:40,26.41,95,80
29-10-2025 12:45,26.99,81.84,115
29-10-2025 12:50,27.15,86.37,112
29-10-2025 12:55,26.77,89.15,118
29-10-2025 13:00,28.18,85.9,113
29-10-2025 13:05,27.61,85.95,115
29-10-2025 13:10,26.9,85.64,114
29-10-2025 13:15,27.94,85.04,113
29-10-2025 13:20,27.25,85.86,127
29-10-2025 13:25,28.25,84.53,109
29-10-2025 13:30,28.55,95,80
29-10-2025 13:35,27.68,81.62,115
29-10-2025 13:40,28.69,95,80
29-10-2025 13:45,28.53,83.29,110
29-10-2025 13:50,28.85,81.76,107
29-10-2025 13:55,29.5,95,80
29-10-2025 14:00,28.54,82.7,112
29-10-2025 14:05,28.4,83.2,108
29-10-2025 14:10,28.44,95,80
29-10-2025 14:15,28.58,81.1,99
29-10-2025 14:20,29.06,78.03,105
29-10-2025 14:25,29.37,79.65,107
29-10-2025 14:30,29.44,80.13,101
29-10-2025 14:35,29.81,76.06,98
29-10-2025 14:40,29.5,82.2,105
29-10-2025 14:45,30.32,79.39,109
29-10-2025 14:50,29.55,79.56,112
29-10-2025 14:55,31.14,81.21,102
29-10-2025 15:00,30.18,76.9,108
29-10-2025 15:05,29.53,78.99,107
29-10-2025 15:10,29.51,77.3,109
29-10-2025 15:15,30.37,76.82,101
29-10-2025 15:20,30.1,75.32,93
29-10-2025 15:25,30.65,79.87,102
29-10-2025 15:30,30.6,75.46,96
29-10-2025 15:35,30.41,92.28,80
29-10-2025 15:40,30.09,71.8,99
29-10-2025 15:45,29.83,77.58,109
29-10-2025 15:50,30.43,77,100
29-10-2025 15:55,31.15,74.76,102
29-10-2025 16:00,30.9,88.78,80
29-10-2025 16:05,30.23,89.7,80
29-10-2025 16:10,31,78.15,98
29-10-2025 16:15,31.17,69.71,102
29-10-2025 16:20,30.59,89.47,80
29-10-2025 16:25,31.16,85.76,80
29-10-2025 16:30,31.17,72.21,94
29-10-2025 16:35,30.62,71.43,95
29-10-2025 16:40,31.41,70.74,116
29-10-2025 16:45,31.56,86.25,80
29-10-2025 16:50,31.87,68.68,98
29-10-2025 16:55,31.9,72.69,89
29-10-2025 17:00,30.72,66.72,92
29-10-2025 17:05,30.98,71.07,98
29-10-2025 17:10,31.74,69.02,91
29-10-2025 17:15,31.78,82.01,97
29-10-2025 17:20,31.81,69.45,89
29-10-2025 17:25,33.51,65.62,87
29-10-2025 17:30,31.9,68.51,84
29-10-2025 17:35,32.21,65.28,98
29-10-2025 17:40,32.15,68.74,86
29-10-2025 17:45,32.03,65.67,108
29-10-2025 17:50,31.57,66.32,86
29-10-2025 17:55,32.13,67.52,97
29-10-2025 18:00,31.38,65.1,102
29-10-2025 18:05,31.67,66.24,82
29-10-2025 18:10,31.56,78.05,80
29-10-2025 18:15,31.86,82.06,80
29-10-2025 18:20,32.99,69.06,93
29-10-2025 18:25,30.92,70.84,94
29-10-2025 18:30,32.21,80.17,80
29-10-2025 18:35,31.07,66.31,100
29-10-2025 18:40,31.65,60.91,90
29-10-2025 18:45,32.44,82.23,80
29-10-2025 18:50,31.94,65.53,88
29-10-2025 18:55,31.37,62.77,84
29-10-2025 19:00,31.56,80.97,80
29-10-2025 19:05,32.26,62.75,86
29-10-2025 19:10,31.56,62.12,92
29-10-2025 19:15,32.04,63.76,87
29-10-2025 19:20,31.96,60.47,87
29-10-2025 19:25,31.61,64.43,80
29-10-2025 19:30,33.01,60.07,93
29-10-2025 19:35,32.26,74.88,80
29-10-2025 19:40,30.93,59.97,86
29-10-2025 19:45,32.03,63.12,82
29-10-2025 19:50,31.61,60.18,94
29-10-2025 19:55,32.36,58.54,82
29-10-2025 20:00,31.54,59.86,97
29-10-2025 20:05,31.87,75.84,80
29-10-2025 20:10,32.18,73.39,80
29-10-2025 20:15,32.35,58.29,92
29-10-2025 20:20,31.31,64.67,86
29-10-2025 20:25,31.74,58.59,88
29-10-2025 20:30,31.66,59.53,93
29-10-2025 20:35,31.57,59.32,80
29-10-2025 20:40,32.77,59.09,100
29-10-2025 20:45,32.08,76.07,80
29-10-2025 20:50,31.24,61.62,85
29-10-2025 20:55,32.32,59.01,87
29-10-2025 21:00,32.91,57.06,97
29-10-2025 21:05,32.35,61.99,95
29-10-2025 21:10,31.06,59.18,99
29-10-2025 21:15,31.57,62.76,89
29-10-2025 21:20,32.43,54.74,94
29-10-2025 21:25,31.43,59.57,95
29-10-2025 21:30,31.99,62.96,96
29-10-2025 21:35,32.14,58.38,98
29-10-2025 21:40,31.28,58.6,89
29-10-2025 21:45,31.69,59.61,92
29-10-2025 21:50,30.09,57.88,90
29-10-2025 21:55,31.18,58.36,93
29-10-2025 22:00,31.54,58.3,96
29-10-2025 22:05,31.03,57.72,85
29-10-2025 22:10,32.45,61.44,99
29-10-2025 22:15,30.89,59.92,130
29-10-2025 22:20,31.37,59.52,91
29-10-2025 22:25,31.63,60.67,99
29-10-2025 22:30,32.26,58.55,95
29-10-2025 22:35,30.8,72.58,80
29-10-2025 22:40,32.07,57.97,87
29-10-2025 22:45,31.47,74.24,80
29-10-2025 22:50,30.94,57.18,97
29-10-2025 22:55,31.63,58.37,90
29-10-2025 23:00,31.47,73.41,80
29-10-2025 23:05,31.04,63.78,97
29-10-2025 23:10,31.34,54.07,87
29-10-2025 23:15,31.08,59.36,94
29-10-2025 23:20,31.29,63.28,92
29-10-2025 23:25,31.53,60.18,92
29-10-2025 23:30,31.96,61.56,89
29-10-2025 23:35,30.5,75.38,80
29-10-2025 23:40,32.15,58.98,86
29-10-2025 23:45,30.06,70.97,80
29-10-2025 23:50,30.92,76.01,80
29-10-2025 23:55,31.24,59.2,95
30-10-2025 00:00,31.04,59.3,89
30-10-2025 00:05,30.54,75.07,80
30-10-2025 00:10,30.7,79.73,80
30-10-2025 00:15,30.51,66.22,87
30-10-2025 00:20,30.41,62.03,94
30-10-2025 00:25,31.07,60.85,87
30-10-2025 00:30,30.77,59.62,87
30-10-2025 00:35,30.19,63.11,95
30-10-2025 00:40,30.92,65.94,90
30-10-2025 00:45,30.57,62.09,96
30-10-2025 00:50,30.76,58.04,93
30-10-2025 00:55,30.6,64.36,82
30-10-2025 01:00,29.8,65.22,91
30-10-2025 01:05,29.87,60.31,94
30-10-2025 01:10,30.45,64.07,106
30-10-2025 01:15,30.31,64.86,90
30-10-2025 01:20,29.93,64.05,90
30-10-2025 01:25,29.92,62.87,83
30-10-2025 01:30,30.43,81.74,80
30-10-2025 01:35,29.41,64.16,82
30-10-2025 01:40,29.9,62.26,80
30-10-2025 01:45,29.45,61.4,89
30-10-2025 01:50,29.36,83.29,80
30-10-2025 01:55,29.93,67.28,88
30-10-2025 02:00,29.71,66.51,91
30-10-2025 02:05,29.62,65.74,86
30-10-2025 02:10,29.77,65.86,80
30-10-2025 02:15,29.04,65.07,80
30-10-2025 02:20,29.28,66.67,88
30-10-2025 02:25,28.69,63.62,85
30-10-2025 02:30,28.91,66.72,80
30-10-2025 02:35,28.59,67.91,80
30-10-2025 02:40,28.61,70.12,81
30-10-2025 02:45,28.76,69.19,80
30-10-2025 02:50,27.95,71.26,104
30-10-2025 02:55,29.31,72.79,80
30-10-2025 03:00,27.66,72.65,87
30-10-2025 03:05,27.45,71.95,90
30-10-2025 03:10,28.54,71.54,84
30-10-2025 03:15,28.25,85.1,84
30-10-2025 03:20,28.06,74.13,80
30-10-2025 03:25,27.96,76.63,80
30-10-2025 03:30,27.54,74.62,80
30-10-2025 03:35,26.99,78.48,80
30-10-2025 03:40,27.37,72.35,86
30-10-2025 03:45,26.89,73.88,102
30-10-2025 03:50,27.61,78.73,80
30-10-2025 03:55,26.94,78.41,80
30-10-2025 04:00,26.49,81.4,80
30-10-2025 04:05,26.64,79.65,80
30-10-2025 04:10,26.9,78.86,80
30-10-2025 04:15,26.3,81.08,80
30-10-2025 04:20,26.07,79.34,80
30-10-2025 04:25,26.5,81.01,80
30-10-2025 04:30,26.39,95,80
30-10-2025 04:35,25.91,95,80
30-10-2025 04:40,25.82,86.31,80
30-10-2025 04:45,26.07,82.77,80
30-10-2025 04:50,25.13,86.04,80
30-10-2025 04:55,25.05,84.77,82
30-10-2025 05:00,25.29,89.93,80
30-10-2025 05:05,25.45,86.68,80
30-10-2025 05:10,25.61,85.84,80
30-10-2025 05:15,26.1,95,80
30-10-2025 05:20,25.69,86.8,82
30-10-2025 05:25,25.09,90.96,80
30-10-2025 05:30,25.07,86.37,80
30-10-2025 05:35,24.49,84.84,80
30-10-2025 05:40,24.89,83.08,80
30-10-2025 05:45,24.67,87.04,80
30-10-2025 05:50,24.89,85.68,80
30-10-2025 05:55,24.24,83.64,80
30-10-2025 06:00,24.83,88.58,83
30-10-2025 06:05,25.26,87.24,97
30-10-2025 06:10,24.36,85.59,80
30-10-2025 06:15,24.55,88.14,81
30-10-2025 06:20,24.62,86.53,80
30-10-2025 06:25,24.01,83.39,90
30-10-2025 06:30,24.26,82.83,80
30-10-2025 06:35,24.09,86.45,84
30-10-2025 06:40,24.07,85.56,80
30-10-2025 06:45,23.58,95,80
30-10-2025 06:50,23.92,83.07,82
30-10-2025 06:55,24.11,86.02,88
30-10-2025 07:00,24.54,83.36,80
30-10-2025 07:05,24.25,95,80
30-10-2025 07:10,24.81,87.97,85
30-10-2025 07:15,23.31,83.88,87
30-10-2025 07:20,24.1,82.19,91
30-10-2025 07:25,23.72,83.38,81
30-10-2025 07:30,24.7,87.63,92
30-10-2025 07:35,23.3,86.31,86
30-10-2025 07:40,23.3,85.7,95
30-10-2025 07:45,23.3,95,80
30-10-2025 07:50,23.3,87.25,90
30-10-2025 07:55,23.3,84.74,88
30-10-2025 08:00,23.3,87.21,96
30-10-2025 08:05,23.59,85.28,99
30-10-2025 08:10,23.68,85.1,91
30-10-2025 08:15,24.46,85.76,89
30-10-2025 08:20,24,86.42,99
30-10-2025 08:25,23.3,87.2,89
30-10-2025 08:30,23.3,87.9,90
30-10-2025 08:35,23.82,80.17,92
30-10-2025 08:40,23.3,86.04,96
30-10-2025 08:45,24.54,86.98,92
30-10-2025 08:50,24.25,90.87,90
30-10-2025 08:55,23.46,95,80
30-10-2025 09:00,23.3,95,80
30-10-2025 09:05,24.45,91.1,96
30-10-2025 09:10,23.76,85.56,101
30-10-2025 09:15,24.48,89.04,113
30-10-2025 09:20,23.3,86.7,104
30-10-2025 09:25,23.67,87.35,107
30-10-2025 09:30,24.03,86.79,101
30-10-2025 09:35,24.11,86.97,117
30-10-2025 09:40,23.93,93.91,104
30-10-2025 09:45,24.53,90.17,106
30-10-2025 09:50,23.76,90.7,115
30-10-2025 09:55,24.29,89.49,108
30-10-2025 10:00,24.5,85.3,110
30-10-2025 10:05,24.78,89.29,109
30-10-2025 10:10,24.96,90.63,109
30-10-2025 10:15,24.13,86.76,113
30-10-2025 10:20,24.01,90.37,115
30-10-2025 10:25,25.51,89.81,109
30-10-2025 10:30,25.13,92.07,109
30-10-2025 10:35,24.68,87.48,110
30-10-2025 10:40,25.93,86.06,107
30-10-2025 10:45,25.31,87.47,106
30-10-2025 10:50,25.95,90.99,116
30-10-2025 10:55,25.49,84.39,120
30-10-2025 11:00,26.6,83.82,120
30-10-2025 11:05,26.55,95,80
30-10-2025 11:10,25.66,86.89,115
30-10-2025 11:15,26.38,87.68,111
30-10-2025 11:20,26.33,89.45,117
30-10-2025 11:25,26.81,86.33,115
30-10-2025 11:30,25.75,95,85
30-10-2025 11:35,26.7,91.27,117
30-10-2025 11:40,27,85.05,108
30-10-2025 11:45,25.71,84.78,113
30-10-2025 11:50,26.12,88.96,118
30-10-2025 11:55,25.81,85.82,118
30-10-2025 12:00,26.82,86.3,111
30-10-2025 12:05,27.43,87.22,110
30-10-2025 12:10,27.95,88.25,118
30-10-2025 12:15,27.36,85.23,111
30-10-2025 12:20,28.26,95,87
30-10-2025 12:25,26.88,81.25,116
30-10-2025 12:30,26.84,86.84,115
30-10-2025 12:35,27.79,83.43,113
30-10-2025 12:40,28.13,87.65,114
30-10-2025 12:45,28.05,84.97,117
30-10-2025 12:50,27.15,83.12,114
30-10-2025 12:55,28.26,85.56,117
30-10-2025 13:00,27.78,85.79,115
30-10-2025 13:05,28.89,95,82
30-10-2025 13:10,28.86,81.47,121
30-10-2025 13:15,28.32,82.31,120
30-10-2025 13:20,28.66,95,88
30-10-2025 13:25,28.5,82.69,120
30-10-2025 13:30,29.12,84.01,116
30-10-2025 13:35,29.74,78.22,113
30-10-2025 13:40,28.89,82.65,113
30-10-2025 13:45,29.75,95,80
30-10-2025 13:50,29.34,94.75,80
30-10-2025 13:55,29.32,79.67,117
30-10-2025 14:00,29.78,80.44,109
30-10-2025 14:05,29.42,73.38,112
30-10-2025 14:10,29.77,78.88,109
30-10-2025 14:15,29.55,78.24,113
30-10-2025 14:20,31.24,80.76,109
30-10-2025 14:25,30.37,92.78,80
30-10-2025 14:30,30.11,93.66,80
30-10-2025 14:35,30.66,81.87,112
30-10-2025 14:40,30.6,80.46,109
30-10-2025 14:45,30.64,79.97,107
30-10-2025 14:50,31.15,76.85,110
30-10-2025 14:55,31.31,78.62,106
30-10-2025 15:00,30.75,76.75,113
30-10-2025 15:05,30.82,76.5,102
30-10-2025 15:10,31.05,77.39,106
30-10-2025 15:15,30.12,75.05,99
30-10-2025 15:20,30.6,93.91,80
30-10-2025 15:25,32.12,75.28,97
30-10-2025 15:30,32.33,76.51,108
30-10-2025 15:35,31.46,77.85,108
30-10-2025 15:40,31.95,76.68,107
30-10-2025 15:45,31.88,86.47,80
30-10-2025 15:50,33.33,74.85,98
30-10-2025 15:55,32.42,75.33,98
30-10-2025 16:00,31.86,75.08,109
30-10-2025 16:05,31.51,70.74,108
30-10-2025 16:10,31.24,71.32,101
30-10-2025 16:15,32.21,74.3,98
30-10-2025 16:20,31.78,70.45,107
30-10-2025 16:25,31.5,71.05,103
30-10-2025 16:30,31.94,74.47,100
30-10-2025 16:35,31.77,70.9,105
30-10-2025 16:40,33.2,69.22,94
30-10-2025 16:45,32.85,68.59,102
30-10-2025 16:50,32.45,85.69,80
30-10-2025 16:55,33.23,82.03,80
30-10-2025 17:00,32.57,68.89,92
30-10-2025 17:05,32.14,69.73,93
30-10-2025 17:10,33.37,71.34,98
30-10-2025 17:15,32.91,69.77,89
30-10-2025 17:20,32.15,66.69,96
30-10-2025 17:25,32.61,70.17,98
30-10-2025 17:30,32.29,66.91,100
30-10-2025 17:35,32.07,64.73,88
30-10-2025 17:40,33.25,81.56,80
30-10-2025 17:45,33.76,69.48,103
30-10-2025 17:50,32.13,66.64,96
30-10-2025 17:55,33.13,66.04,107
30-10-2025 18:00,32.55,69,92
30-10-2025 18:05,32.65,77.58,80
30-10-2025 18:10,32.61,62.59,95
30-10-2025 18:15,32.49,61.65,93
30-10-2025 18:20,32.96,65.36,95
30-10-2025 18:25,32.53,64.68,93
30-10-2025 18:30,33.1,67.17,94
30-10-2025 18:35,32.95,64.31,91
30-10-2025 18:40,32.86,62.76,91
30-10-2025 18:45,32.54,63.32,90
30-10-2025 18:50,32.71,63.3,102
30-10-2025 18:55,33.38,59.48,100
30-10-2025 19:00,33.26,68.01,96
30-10-2025 19:05,32.52,63.4,99
30-10-2025 19:10,33.07,62.55,97
30-10-2025 19:15,33.39,63.14,94
30-10-2025 19:20,32.19,63.11,85
30-10-2025 19:25,33.29,61.2,92
30-10-2025 19:30,32.69,60.02,91
30-10-2025 19:35,33.31,62.28,87
30-10-2025 19:40,32.64,61.66,86
30-10-2025 19:45,32.11,59.08,96
30-10-2025 19:50,32.2,63.35,95
30-10-2025 19:55,33.03,60.93,88
30-10-2025 20:00,33.14,61.63,90
30-10-2025 20:05,32.55,62.79,99
30-10-2025 20:10,33.31,59.89,89
30-10-2025 20:15,32.16,60.33,95
30-10-2025 20:20,32.95,61.18,93
30-10-2025 20:25,32.37,57.97,97
30-10-2025 20:30,32.64,59.4,90
30-10-2025 20:35,32.98,59.41,95
30-10-2025 20:40,32.52,57.13,95
30-10-2025 20:45,32.75,63.57,96
30-10-2025 20:50,33.43,56.01,95
30-10-2025 20:55,32.63,56.13,97
30-10-2025 21:00,33.32,61.27,106
30-10-2025 21:05,32.33,74.98,80
30-10-2025 21:10,33.15,71.43,80
30-10-2025 21:15,33.59,59.62,84
30-10-2025 21:20,31.62,61.28,98
30-10-2025 21:25,32.44,58.23,126
30-10-2025 21:30,33.11,63.44,101
30-10-2025 21:35,32.7,54.75,97
30-10-2025 21:40,32.97,59.55,96
30-10-2025 21:45,32.47,60.47,101
30-10-2025 21:50,32.8,59.9,102
30-10-2025 21:55,32.66,57.69,89
30-10-2025 22:00,33.3,57.52,92
30-10-2025 22:05,32.82,58.99,95
30-10-2025 22:10,32.84,74.74,80
30-10-2025 22:15,32.44,59.33,95
30-10-2025 22:20,32.38,60.22,98
30-10-2025 22:25,32.38,56.13,101
30-10-2025 22:30,32.77,72.75,80
30-10-2025 22:35,32.34,56.37,99
30-10-2025 22:40,32.67,57.53,92
30-10-2025 22:45,33.53,60.39,95
30-10-2025 22:50,32.9,58.64,95
30-10-2025 22:55,32.27,63.71,98
30-10-2025 23:00,33,58.96,97
30-10-2025 23:05,32.16,58.78,106
30-10-2025 23:10,31.32,73.97,80
30-10-2025 23:15,31.79,57.58,97
30-10-2025 23:20,31.33,58.84,107
30-10-2025 23:25,32.05,61.33,92
30-10-2025 23:30,32.19,59.42,95
30-10-2025 23:35,32.98,72.73,80
30-10-2025 23:40,32.27,57.6,95
30-10-2025 23:45,31.95,58.69,90
30-10-2025 23:50,32.43,59.88,99
30-10-2025 23:55,30.86,62.27,94
31-10-2025 00:00,32.04,57.36,89
31-10-2025 00:05,32.26,59.57,97
31-10-2025 00:10,31.08,60.67,94
31-10-2025 00:15,32.34,56.89,97
31-10-2025 00:20,31.88,59.07,86
31-10-2025 00:25,31.45,59.56,94
31-10-2025 00:30,31.92,74.52,80
31-10-2025 00:35,32.68,61.7,96
31-10-2025 00:40,31.57,61.2,84
31-10-2025 00:45,31.54,60.62,90
31-10-2025 00:50,31.12,62.8,96
31-10-2025 00:55,30.86,65.61,95
31-10-2025 01:00,31.64,80.67,80
31-10-2025 01:05,30.72,58.78,82
31-10-2025 01:10,31.12,79.02,80
31-10-2025 01:15,30.77,62.75,86
31-10-2025 01:20,31.17,63.66,90
31-10-2025 01:25,31.02,77.8,80
31-10-2025 01:30,31.3,64.09,83
31-10-2025 01:35,30.45,79.42,80
31-10-2025 01:40,30.49,63.22,87
31-10-2025 01:45,30.05,77.86,80
31-10-2025 01:50,30.23,64.03,80
31-10-2025 01:55,30.56,65.67,80
31-10-2025 02:00,30.66,66.69,80
31-10-2025 02:05,29.73,67.49,82
31-10-2025 02:10,30.54,65.09,86
31-10-2025 02:15,30.69,66.95,80
31-10-2025 02:20,30.13,68.62,91
31-10-2025 02:25,30.77,69.35,83
31-10-2025 02:30,29.35,67.23,89
31-10-2025 02:35,29.01,67.26,80
31-10-2025 02:40,28.65,68.44,84
31-10-2025 02:45,30.19,66.14,81
31-10-2025 02:50,29.67,68.45,85
31-10-2025 02:55,29.21,70.74,80
31-10-2025 03:00,29.28,70.99,82
31-10-2025 03:05,28.47,84.64,80
31-10-2025 03:10,30.15,71.12,80
31-10-2025 03:15,28.89,69.58,80
31-10-2025 03:20,28.78,73.22,80
31-10-2025 03:25,28.98,72.28,82
31-10-2025 03:30,28.75,72.55,88
31-10-2025 03:35,28.51,73.09,80
31-10-2025 03:40,27.9,74.44,80
31-10-2025 03:45,28.42,74.47,82
31-10-2025 03:50,29.02,77.51,80
31-10-2025 03:55,28.65,76.27,80
31-10-2025 04:00,28.66,95,80
31-10-2025 04:05,27.5,81.79,80
31-10-2025 04:10,27.16,77.99,80
31-10-2025 04:15,27.48,95,80
31-10-2025 04:20,27.46,80.28,80
31-10-2025 04:25,27.88,81.8,80
31-10-2025 04:30,26.38,87.28,84
31-10-2025 04:35,27.88,95,80
31-10-2025 04:40,26.93,95,80
31-10-2025 04:45,26.69,86.48,80
31-10-2025 04:50,26.3,83.94,80
31-10-2025 04:55,25.87,84.69,80
31-10-2025 05:00,27.01,84.35,80
31-10-2025 05:05,26.54,85.25,80
31-10-2025 05:10,25.76,95,80
31-10-2025 05:15,25.66,88.36,80
31-10-2025 05:20,26.04,91.37,80
31-10-2025 05:25,26.95,87.48,80
31-10-2025 05:30,25.89,84.2,81
31-10-2025 05:35,25.18,85.54,80
31-10-2025 05:40,25.72,85.65,80
31-10-2025 05:45,25.62,95,80
31-10-2025 05:50,24.32,95,80
31-10-2025 05:55,25.56,87.31,82
31-10-2025 06:00,25.39,95,80
31-10-2025 06:05,25.77,86.55,92
31-10-2025 06:10,26.27,87.89,86
31-10-2025 06:15,25.84,88.41,80
31-10-2025 06:20,25.07,90.13,80
31-10-2025 06:25,24.58,95,80
31-10-2025 06:30,26.36,89.75,88
31-10-2025 06:35,25.04,83.31,86
31-10-2025 06:40,24.95,82.78,84
31-10-2025 06:45,24.88,84.6,86
31-10-2025 06:50,24.94,82.79,80
31-10-2025 06:55,24.71,84.8,87
31-10-2025 07:00,24.45,81.43,87
31-10-2025 07:05,24.42,83.69,83
31-10-2025 07:10,24.63,86.85,85
31-10-2025 07:15,24.34,84.29,96
31-10-2025 07:20,24.22,84.82,88
31-10-2025 07:25,24.6,85.64,100
31-10-2025 07:30,24.39,87.18,82
31-10-2025 07:35,25.25,81.69,89
31-10-2025 07:40,23.3,86.33,84
